#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2019-07-03T10:07:30 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5d1c7e3023be0 
#INFO -out.max=unlimited 
#INFO queryParameters=16 
#-oc.form=sexa
#-out.max=unlimited
#-order=I
#-out.src=J/ApJ/813/47/map_list
#-nav=cat:J/ApJ/813/47&tab:{J/ApJ/813/47/map_list}&key:source=J/ApJ/813/47/map_list&HTTPPRM:&&-ref=VIZ5d1c7e3023be0&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=Model&-out=Teff&-out=log(g)&-out=[Fe/H]&-out=C/O&-out=SpType&-out=pt&-ignore=pt=*&pt=pt&-out=ab&ab=ab&-out=sp&sp=sp&-out=Flags&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/ApJ/813/47/map_list
#-source=J/ApJ/813/47/map_list
#-out=Model
#-out=Teff
#-out=log(g)
#-out=[Fe/H]
#-out=C/O
#-out=SpType
#-out=pt
#-out=ab
#-out=sp
#-out=Flags
#
#
#RESOURCE=yCat_18130047
#Name: J/ApJ/813/47
#Title: Model atmospheres of irradiated exoplanets (Molliere+, 2015)
#Table J_ApJ_813_47_map_list:
#Name: J/ApJ/813/47/map_list
#Title: File for mapping the model number to the planetary log(g), [Fe/H], C/O, Teff and the host star spectral type and the model flags
#---Details of Columns:
#    Model            (A5)    [1/10640] Model ID [ucd=meta.id;stat.param;meta.modelled]
#    Teff (K)         (I4)    Effective temperature [ucd=phys.temperature.effective]
#    log(g) ([cm/s2]) (F4.1)  Gravitional acceleration [ucd=phys.gravity]
#    [Fe/H]           (F4.1)  Planetary metallicity [ucd=phys.abund.Z]
#    C/O              (F5.2)  Carbon-to-oxygen number ratio [ucd=phys.abund]
#    SpType           (A2)    Spectral type of host star [ucd=src.spType]
#    pt               (A2)    Display the Atmospheric structure file [ucd=meta.ref.url]
#    ab               (A2)    Display the Atmospheric abundances file [ucd=meta.ref.url]
#    sp               (A2)    Show the spectrum [ucd=meta.ref.url]
#    Flags            (a50)   Model flags (1) [ucd=meta.code.error]
#---- ---- ---- ---- ----- -- -- -- -- --------------------------------------------------
#           log(                                                                          
#           g) (            Sp                                                            
#      Teff [cm/ [F         Ty                                                            
#Model (K)  s2]) e/H] C/O   pe pt ab sp Flags                                             
#----- ---- ---- ---- ----- -- -- -- -- --------------------------------------------------
09432 1750  5.0  0.0  0.70 M5 pt ab sp 
09433 1750  5.0  0.0  0.85 M5 pt ab sp 
09434 1750  5.0  0.0  0.91 M5 pt ab sp 
09435 1750  5.0  0.0  0.92 M5 pt ab sp 
09436 1750  5.0  0.0  0.93 M5 pt ab sp 
09437 1750  5.0  0.0  0.94 M5 pt ab sp 
09438 1750  5.0  0.0  0.95 M5 pt ab sp 
09439 1750  5.0  0.0  0.90 M5 pt ab sp 
09440 1750  5.0  0.0  1.05 M5 pt ab sp 
09441 1750  5.0  0.0  1.00 M5 pt ab sp 
09442 1750  5.0  0.0  1.12 M5 pt ab sp 
09443 1750  5.0  0.0  1.40 M5 pt ab sp 
09444 1750  5.0  0.5  0.35 M5 pt ab sp 
09445 1750  5.0  0.5  0.55 M5 pt ab sp 
09446 1750  5.0  0.5  0.71 M5 pt ab sp 
09447 1750  5.0  0.5  0.72 M5 pt ab sp 
09448 1750  5.0  0.5  0.73 M5 pt ab sp 
09449 1750  5.0  0.5  0.74 M5 pt ab sp 
09450 1750  5.0  0.5  0.75 M5 pt ab sp 
09451 1750  5.0  0.5  0.70 M5 pt ab sp 
09452 1750  5.0  0.5  0.85 M5 pt ab sp 
09453 1750  5.0  0.5  0.91 M5 pt ab sp 
09454 1750  5.0  0.5  0.92 M5 pt ab sp 
09455 1750  5.0  0.5  0.93 M5 pt ab sp 
09456 1750  5.0  0.5  0.94 M5 pt ab sp 
09457 1750  5.0  0.5  0.95 M5 pt ab sp 
09458 1750  5.0  0.5  0.90 M5 pt ab sp 
09459 1750  5.0  0.5  1.05 M5 pt ab sp 
09460 1750  5.0  0.5  1.00 M5 pt ab sp 
09461 1750  5.0  0.5  1.12 M5 pt ab sp 
09462 1750  5.0  0.5  1.40 M5 pt ab sp 
09463 1750  5.0  1.0  0.35 M5 pt ab sp 
09464 1750  5.0  1.0  0.55 M5 pt ab sp 
09465 1750  5.0  1.0  0.71 M5 pt ab sp 
09466 1750  5.0  1.0  0.72 M5 pt ab sp 
09467 1750  5.0  1.0  0.73 M5 pt ab sp 
09468 1750  5.0  1.0  0.74 M5 pt ab sp 
09469 1750  5.0  1.0  0.75 M5 pt ab sp 
09470 1750  5.0  1.0  0.70 M5 pt ab sp 
09471 1750  5.0  1.0  0.85 M5 pt ab sp 
09472 1750  5.0  1.0  0.91 M5 pt ab sp 
09473 1750  5.0  1.0  0.92 M5 pt ab sp 
09474 1750  5.0  1.0  0.93 M5 pt ab sp 
09475 1750  5.0  1.0  0.94 M5 pt ab sp 
09476 1750  5.0  1.0  0.95 M5 pt ab sp 
09477 1750  5.0  1.0  0.90 M5 pt ab sp 
09478 1750  5.0  1.0  1.05 M5 pt ab sp 
09479 1750  5.0  1.0  1.00 M5 pt ab sp 
09480 1750  5.0  1.0  1.12 M5 pt ab sp 
09481 1750  5.0  1.0  1.40 M5 pt ab sp 
09482 1750  5.0  2.0  0.35 M5 pt ab sp 
09483 1750  5.0  2.0  0.55 M5 pt ab sp 
09484 1750  5.0  2.0  0.71 M5 pt ab sp 
09485 1750  5.0  2.0  0.72 M5 pt ab sp 
09486 1750  5.0  2.0  0.73 M5 pt ab sp 
09487 1750  5.0  2.0  0.74 M5 pt ab sp 
09488 1750  5.0  2.0  0.75 M5 pt ab sp 
09489 1750  5.0  2.0  0.70 M5 pt ab sp 
09490 1750  5.0  2.0  0.85 M5 pt ab sp 
09491 1750  5.0  2.0  0.91 M5 pt ab sp 
09492 1750  5.0  2.0  0.92 M5 pt ab sp 
09493 1750  5.0  2.0  0.93 M5 pt ab sp 
09494 1750  5.0  2.0  0.94 M5 pt ab sp 
09495 1750  5.0  2.0  0.95 M5 pt ab sp 
09496 1750  5.0  2.0  0.90 M5 pt ab sp 
09497 1750  5.0  2.0  1.05 M5 pt ab sp 
09498 1750  5.0  2.0  1.00 M5 pt ab sp 
09499 1750  5.0  2.0  1.12 M5 pt ab sp 
09500 1750  5.0  2.0  1.40 M5 pt ab sp 
09501 2000  2.3 -0.5  0.35 M5 pt ab sp 
09502 2000  2.3 -0.5  0.55 M5 pt ab sp 
09503 2000  2.3 -0.5  0.71 M5 pt ab sp 
09504 2000  2.3 -0.5  0.72 M5 pt ab sp 
09505 2000  2.3 -0.5  0.73 M5 pt ab sp 
09506 2000  2.3 -0.5  0.74 M5 pt ab sp 
09507 2000  2.3 -0.5  0.75 M5 pt ab sp 
09508 2000  2.3 -0.5  0.70 M5 pt ab sp 
09509 2000  2.3 -0.5  0.85 M5 pt ab sp 
09510 2000  2.3 -0.5  0.91 M5 pt ab sp 
09511 2000  2.3 -0.5  0.92 M5 pt ab sp 
09512 2000  2.3 -0.5  0.93 M5 pt ab sp 
09513 2000  2.3 -0.5  0.94 M5 pt ab sp 
09514 2000  2.3 -0.5  0.95 M5 pt ab sp 
09515 2000  2.3 -0.5  0.90 M5 pt ab sp 
09516 2000  2.3 -0.5  1.05 M5 pt ab sp 
09517 2000  2.3 -0.5  1.00 M5 pt ab sp 
09518 2000  2.3 -0.5  1.12 M5 pt ab sp 
09519 2000  2.3 -0.5  1.40 M5 pt ab sp 
09520 2000  2.3  0.0  0.35 M5 pt ab sp 
09521 2000  2.3  0.0  0.55 M5 pt ab sp 
09522 2000  2.3  0.0  0.71 M5 pt ab sp 
09523 2000  2.3  0.0  0.72 M5 pt ab sp 
09524 2000  2.3  0.0  0.73 M5 pt ab sp 
09525 2000  2.3  0.0  0.74 M5 pt ab sp 
09526 2000  2.3  0.0  0.75 M5 pt ab sp 
09527 2000  2.3  0.0  0.70 M5 pt ab sp 
09528 2000  2.3  0.0  0.85 M5 pt ab sp 
09529 2000  2.3  0.0  0.91 M5 pt ab sp 
09530 2000  2.3  0.0  0.92 M5 pt ab sp 
09531 2000  2.3  0.0  0.93 M5 pt ab sp 
09532 2000  2.3  0.0  0.94 M5 pt ab sp 
09533 2000  2.3  0.0  0.95 M5 pt ab sp 
09534 2000  2.3  0.0  0.90 M5 pt ab sp 
09535 2000  2.3  0.0  1.05 M5 pt ab sp 
09536 2000  2.3  0.0  1.00 M5 pt ab sp 
09537 2000  2.3  0.0  1.12 M5 pt ab sp 
09538 2000  2.3  0.0  1.40 M5 pt ab sp 
09539 2000  2.3  0.5  0.35 M5 pt ab sp 
09540 2000  2.3  0.5  0.55 M5 pt ab sp 
09541 2000  2.3  0.5  0.71 M5 pt ab sp 
09542 2000  2.3  0.5  0.72 M5 pt ab sp 
09543 2000  2.3  0.5  0.73 M5 pt ab sp 
09544 2000  2.3  0.5  0.74 M5 pt ab sp 
09545 2000  2.3  0.5  0.75 M5 pt ab sp 
09546 2000  2.3  0.5  0.70 M5 pt ab sp 
09547 2000  2.3  0.5  0.85 M5 pt ab sp 
09548 2000  2.3  0.5  0.91 M5 pt ab sp 
09549 2000  2.3  0.5  0.92 M5 pt ab sp 
09550 2000  2.3  0.5  0.93 M5 pt ab sp 
09551 2000  2.3  0.5  0.94 M5 pt ab sp 
09552 2000  2.3  0.5  0.95 M5 pt ab sp 
09553 2000  2.3  0.5  0.90 M5 pt ab sp 
09554 2000  2.3  0.5  1.05 M5 pt ab sp 
09555 2000  2.3  0.5  1.00 M5 pt ab sp 
09556 2000  2.3  0.5  1.12 M5 pt ab sp 
09557 2000  2.3  0.5  1.40 M5 pt ab sp 
09558 2000  2.3  1.0  0.35 M5 pt ab sp 
09559 2000  2.3  1.0  0.55 M5 pt ab sp 
09560 2000  2.3  1.0  0.71 M5 pt ab sp 
09561 2000  2.3  1.0  0.72 M5 pt ab sp 
09562 2000  2.3  1.0  0.73 M5 pt ab sp 
09563 2000  2.3  1.0  0.74 M5 pt ab sp 
09564 2000  2.3  1.0  0.75 M5 pt ab sp 
09565 2000  2.3  1.0  0.70 M5 pt ab sp 
09566 2000  2.3  1.0  0.85 M5 pt ab sp 
09567 2000  2.3  1.0  0.91 M5 pt ab sp 
09568 2000  2.3  1.0  0.92 M5 pt ab sp 
09569 2000  2.3  1.0  0.93 M5 pt ab sp 
09570 2000  2.3  1.0  0.94 M5 pt ab sp 
09571 2000  2.3  1.0  0.95 M5 pt ab sp 
09572 2000  2.3  1.0  0.90 M5 pt ab sp 
09573 2000  2.3  1.0  1.05 M5 pt ab sp 
09574 2000  2.3  1.0  1.00 M5 pt ab sp 
09575 2000  2.3  1.0  1.12 M5 pt ab sp 
09576 2000  2.3  1.0  1.40 M5 pt ab sp 
09577 2000  2.3  2.0  0.35 M5 pt ab sp 
09578 2000  2.3  2.0  0.55 M5 pt ab sp 
09579 2000  2.3  2.0  0.71 M5 pt ab sp 
09580 2000  2.3  2.0  0.72 M5 pt ab sp 
09581 2000  2.3  2.0  0.73 M5 pt ab sp 
09582 2000  2.3  2.0  0.74 M5 pt ab sp 
09583 2000  2.3  2.0  0.75 M5 pt ab sp 
09584 2000  2.3  2.0  0.70 M5 pt ab sp 
09585 2000  2.3  2.0  0.85 M5 pt ab sp 
09586 2000  2.3  2.0  0.91 M5 pt ab sp 
09587 2000  2.3  2.0  0.92 M5 pt ab sp 
09588 2000  2.3  2.0  0.93 M5 pt ab sp 
09589 2000  2.3  2.0  0.94 M5 pt ab sp 
09590 2000  2.3  2.0  0.95 M5 pt ab sp 
09591 2000  2.3  2.0  0.90 M5 pt ab sp 
09592 2000  2.3  2.0  1.05 M5 pt ab sp 
09593 2000  2.3  2.0  1.00 M5 pt ab sp 
09594 2000  2.3  2.0  1.12 M5 pt ab sp 
09595 2000  2.3  2.0  1.40 M5 pt ab sp 
09596 2000  3.0 -0.5  0.35 M5 pt ab sp 
09597 2000  3.0 -0.5  0.55 M5 pt ab sp 
09598 2000  3.0 -0.5  0.71 M5 pt ab sp 
09599 2000  3.0 -0.5  0.72 M5 pt ab sp 
09600 2000  3.0 -0.5  0.73 M5 pt ab sp 
09601 2000  3.0 -0.5  0.74 M5 pt ab sp 
09602 2000  3.0 -0.5  0.75 M5 pt ab sp 
09603 2000  3.0 -0.5  0.70 M5 pt ab sp 
09604 2000  3.0 -0.5  0.85 M5 pt ab sp 
09605 2000  3.0 -0.5  0.91 M5 pt ab sp 
09606 2000  3.0 -0.5  0.92 M5 pt ab sp 
09607 2000  3.0 -0.5  0.93 M5 pt ab sp 
09608 2000  3.0 -0.5  0.94 M5 pt ab sp 
09609 2000  3.0 -0.5  0.95 M5 pt ab sp 
09610 2000  3.0 -0.5  0.90 M5 pt ab sp 
09611 2000  3.0 -0.5  1.05 M5 pt ab sp 
09612 2000  3.0 -0.5  1.00 M5 pt ab sp 
09613 2000  3.0 -0.5  1.12 M5 pt ab sp 
09614 2000  3.0 -0.5  1.40 M5 pt ab sp 
09615 2000  3.0  0.0  0.35 M5 pt ab sp 
09616 2000  3.0  0.0  0.55 M5 pt ab sp 
09617 2000  3.0  0.0  0.71 M5 pt ab sp 
09618 2000  3.0  0.0  0.72 M5 pt ab sp 
09619 2000  3.0  0.0  0.73 M5 pt ab sp 
09620 2000  3.0  0.0  0.74 M5 pt ab sp 
09621 2000  3.0  0.0  0.75 M5 pt ab sp 
09622 2000  3.0  0.0  0.70 M5 pt ab sp 
09623 2000  3.0  0.0  0.85 M5 pt ab sp 
09624 2000  3.0  0.0  0.91 M5 pt ab sp 
09625 2000  3.0  0.0  0.92 M5 pt ab sp 
09626 2000  3.0  0.0  0.93 M5 pt ab sp 
09627 2000  3.0  0.0  0.94 M5 pt ab sp 
09628 2000  3.0  0.0  0.95 M5 pt ab sp 
09629 2000  3.0  0.0  0.90 M5 pt ab sp 
09630 2000  3.0  0.0  1.05 M5 pt ab sp 
09631 2000  3.0  0.0  1.00 M5 pt ab sp 
09632 2000  3.0  0.0  1.12 M5 pt ab sp 
09633 2000  3.0  0.0  1.40 M5 pt ab sp 
09634 2000  3.0  0.5  0.35 M5 pt ab sp 
09635 2000  3.0  0.5  0.55 M5 pt ab sp 
09636 2000  3.0  0.5  0.71 M5 pt ab sp 
09637 2000  3.0  0.5  0.72 M5 pt ab sp 
09638 2000  3.0  0.5  0.73 M5 pt ab sp 
09639 2000  3.0  0.5  0.74 M5 pt ab sp 
09640 2000  3.0  0.5  0.75 M5 pt ab sp 
09641 2000  3.0  0.5  0.70 M5 pt ab sp 
09642 2000  3.0  0.5  0.85 M5 pt ab sp 
09643 2000  3.0  0.5  0.91 M5 pt ab sp 
09644 2000  3.0  0.5  0.92 M5 pt ab sp 
09645 2000  3.0  0.5  0.93 M5 pt ab sp 
09646 2000  3.0  0.5  0.94 M5 pt ab sp 
09647 2000  3.0  0.5  0.95 M5 pt ab sp 
09648 2000  3.0  0.5  0.90 M5 pt ab sp 
09649 2000  3.0  0.5  1.05 M5 pt ab sp 
09650 2000  3.0  0.5  1.00 M5 pt ab sp 
09651 2000  3.0  0.5  1.12 M5 pt ab sp 
09652 2000  3.0  0.5  1.40 M5 pt ab sp 
09653 2000  3.0  1.0  0.35 M5 pt ab sp 
09654 2000  3.0  1.0  0.55 M5 pt ab sp 
09655 2000  3.0  1.0  0.71 M5 pt ab sp 
09656 2000  3.0  1.0  0.72 M5 pt ab sp 
09657 2000  3.0  1.0  0.73 M5 pt ab sp 
09658 2000  3.0  1.0  0.74 M5 pt ab sp 
09659 2000  3.0  1.0  0.75 M5 pt ab sp 
09660 2000  3.0  1.0  0.70 M5 pt ab sp 
09661 2000  3.0  1.0  0.85 M5 pt ab sp 
09662 2000  3.0  1.0  0.91 M5 pt ab sp 
09663 2000  3.0  1.0  0.92 M5 pt ab sp 
09664 2000  3.0  1.0  0.93 M5 pt ab sp 
09665 2000  3.0  1.0  0.94 M5 pt ab sp 
09666 2000  3.0  1.0  0.95 M5 pt ab sp 
09667 2000  3.0  1.0  0.90 M5 pt ab sp 
09668 2000  3.0  1.0  1.05 M5 pt ab sp 
09669 2000  3.0  1.0  1.00 M5 pt ab sp 
09670 2000  3.0  1.0  1.12 M5 pt ab sp 
09671 2000  3.0  1.0  1.40 M5 pt ab sp 
09672 2000  3.0  2.0  0.35 M5 pt ab sp 
09673 2000  3.0  2.0  0.55 M5 pt ab sp 
09674 2000  3.0  2.0  0.71 M5 pt ab sp 
09675 2000  3.0  2.0  0.72 M5 pt ab sp 
09676 2000  3.0  2.0  0.73 M5 pt ab sp 
09677 2000  3.0  2.0  0.74 M5 pt ab sp 
09678 2000  3.0  2.0  0.75 M5 pt ab sp 
09679 2000  3.0  2.0  0.70 M5 pt ab sp 
09680 2000  3.0  2.0  0.85 M5 pt ab sp 
09681 2000  3.0  2.0  0.91 M5 pt ab sp 
09682 2000  3.0  2.0  0.92 M5 pt ab sp 
09683 2000  3.0  2.0  0.93 M5 pt ab sp 
09684 2000  3.0  2.0  0.94 M5 pt ab sp 
09685 2000  3.0  2.0  0.95 M5 pt ab sp 
09686 2000  3.0  2.0  0.90 M5 pt ab sp 
09687 2000  3.0  2.0  1.05 M5 pt ab sp 
09688 2000  3.0  2.0  1.00 M5 pt ab sp 
09689 2000  3.0  2.0  1.12 M5 pt ab sp 
09690 2000  3.0  2.0  1.40 M5 pt ab sp 
09691 2000  4.0 -0.5  0.35 M5 pt ab sp 
09692 2000  4.0 -0.5  0.55 M5 pt ab sp 
09693 2000  4.0 -0.5  0.71 M5 pt ab sp 
09694 2000  4.0 -0.5  0.72 M5 pt ab sp 
09695 2000  4.0 -0.5  0.73 M5 pt ab sp 
09696 2000  4.0 -0.5  0.74 M5 pt ab sp 
09697 2000  4.0 -0.5  0.75 M5 pt ab sp 
09698 2000  4.0 -0.5  0.70 M5 pt ab sp 
09699 2000  4.0 -0.5  0.85 M5 pt ab sp 
09700 2000  4.0 -0.5  0.91 M5 pt ab sp 
09701 2000  4.0 -0.5  0.92 M5 pt ab sp 
09702 2000  4.0 -0.5  0.93 M5 pt ab sp 
09703 2000  4.0 -0.5  0.94 M5 pt ab sp 
09704 2000  4.0 -0.5  0.95 M5 pt ab sp 
09705 2000  4.0 -0.5  0.90 M5 pt ab sp 
09706 2000  4.0 -0.5  1.05 M5 pt ab sp 
09707 2000  4.0 -0.5  1.00 M5 pt ab sp 
09708 2000  4.0 -0.5  1.12 M5 pt ab sp 
09709 2000  4.0 -0.5  1.40 M5 pt ab sp 
09710 2000  4.0  0.0  0.35 M5 pt ab sp 
09711 2000  4.0  0.0  0.55 M5 pt ab sp 
09712 2000  4.0  0.0  0.71 M5 pt ab sp 
09713 2000  4.0  0.0  0.72 M5 pt ab sp 
09714 2000  4.0  0.0  0.73 M5 pt ab sp 
09715 2000  4.0  0.0  0.74 M5 pt ab sp 
09716 2000  4.0  0.0  0.75 M5 pt ab sp 
09717 2000  4.0  0.0  0.70 M5 pt ab sp 
09718 2000  4.0  0.0  0.85 M5 pt ab sp 
09719 2000  4.0  0.0  0.91 M5 pt ab sp 
09720 2000  4.0  0.0  0.92 M5 pt ab sp 
09721 2000  4.0  0.0  0.93 M5 pt ab sp 
09722 2000  4.0  0.0  0.94 M5 pt ab sp 
09723 2000  4.0  0.0  0.95 M5 pt ab sp 
09724 2000  4.0  0.0  0.90 M5 pt ab sp 
09725 2000  4.0  0.0  1.05 M5 pt ab sp 
09726 2000  4.0  0.0  1.00 M5 pt ab sp 
09727 2000  4.0  0.0  1.12 M5 pt ab sp 
09728 2000  4.0  0.0  1.40 M5 pt ab sp 
09729 2000  4.0  0.5  0.35 M5 pt ab sp 
09730 2000  4.0  0.5  0.55 M5 pt ab sp 
09731 2000  4.0  0.5  0.71 M5 pt ab sp 
09732 2000  4.0  0.5  0.72 M5 pt ab sp 
09733 2000  4.0  0.5  0.73 M5 pt ab sp 
09734 2000  4.0  0.5  0.74 M5 pt ab sp 
09735 2000  4.0  0.5  0.75 M5 pt ab sp 
09736 2000  4.0  0.5  0.70 M5 pt ab sp 
09737 2000  4.0  0.5  0.85 M5 pt ab sp 
09738 2000  4.0  0.5  0.91 M5 pt ab sp 
09739 2000  4.0  0.5  0.92 M5 pt ab sp 
09740 2000  4.0  0.5  0.93 M5 pt ab sp 
09741 2000  4.0  0.5  0.94 M5 pt ab sp 
09742 2000  4.0  0.5  0.95 M5 pt ab sp 
09743 2000  4.0  0.5  0.90 M5 pt ab sp 
09744 2000  4.0  0.5  1.05 M5 pt ab sp 
09745 2000  4.0  0.5  1.00 M5 pt ab sp 
09746 2000  4.0  0.5  1.12 M5 pt ab sp 
09747 2000  4.0  0.5  1.40 M5 pt ab sp 
09748 2000  4.0  1.0  0.35 M5 pt ab sp 
09749 2000  4.0  1.0  0.55 M5 pt ab sp 
09750 2000  4.0  1.0  0.71 M5 pt ab sp 
09751 2000  4.0  1.0  0.72 M5 pt ab sp 
09752 2000  4.0  1.0  0.73 M5 pt ab sp 
09753 2000  4.0  1.0  0.74 M5 pt ab sp 
09754 2000  4.0  1.0  0.75 M5 pt ab sp 
09755 2000  4.0  1.0  0.70 M5 pt ab sp 
09756 2000  4.0  1.0  0.85 M5 pt ab sp 
09757 2000  4.0  1.0  0.91 M5 pt ab sp 
09758 2000  4.0  1.0  0.92 M5 pt ab sp 
09759 2000  4.0  1.0  0.93 M5 pt ab sp 
09760 2000  4.0  1.0  0.94 M5 pt ab sp 
09761 2000  4.0  1.0  0.95 M5 pt ab sp 
09762 2000  4.0  1.0  0.90 M5 pt ab sp 
09763 2000  4.0  1.0  1.05 M5 pt ab sp 
09764 2000  4.0  1.0  1.00 M5 pt ab sp 
09765 2000  4.0  1.0  1.12 M5 pt ab sp 
09766 2000  4.0  1.0  1.40 M5 pt ab sp 
09767 2000  4.0  2.0  0.35 M5 pt ab sp 
09768 2000  4.0  2.0  0.55 M5 pt ab sp 
09769 2000  4.0  2.0  0.71 M5 pt ab sp 
09770 2000  4.0  2.0  0.72 M5 pt ab sp 
09771 2000  4.0  2.0  0.73 M5 pt ab sp 
09772 2000  4.0  2.0  0.74 M5 pt ab sp 
09773 2000  4.0  2.0  0.75 M5 pt ab sp 
09774 2000  4.0  2.0  0.70 M5 pt ab sp 
09775 2000  4.0  2.0  0.85 M5 pt ab sp 
09776 2000  4.0  2.0  0.91 M5 pt ab sp 
09777 2000  4.0  2.0  0.92 M5 pt ab sp 
09778 2000  4.0  2.0  0.93 M5 pt ab sp 
09779 2000  4.0  2.0  0.94 M5 pt ab sp 
09780 2000  4.0  2.0  0.95 M5 pt ab sp 
09781 2000  4.0  2.0  0.90 M5 pt ab sp 
09782 2000  4.0  2.0  1.05 M5 pt ab sp 
09783 2000  4.0  2.0  1.00 M5 pt ab sp 
09784 2000  4.0  2.0  1.12 M5 pt ab sp 
09785 2000  4.0  2.0  1.40 M5 pt ab sp 
09786 2000  5.0 -0.5  0.35 M5 pt ab sp 
09787 2000  5.0 -0.5  0.55 M5 pt ab sp 
09788 2000  5.0 -0.5  0.71 M5 pt ab sp 
09789 2000  5.0 -0.5  0.72 M5 pt ab sp 
09790 2000  5.0 -0.5  0.73 M5 pt ab sp 
09791 2000  5.0 -0.5  0.74 M5 pt ab sp 
09792 2000  5.0 -0.5  0.75 M5 pt ab sp 
09793 2000  5.0 -0.5  0.70 M5 pt ab sp 
09794 2000  5.0 -0.5  0.85 M5 pt ab sp 
09795 2000  5.0 -0.5  0.91 M5 pt ab sp 
09796 2000  5.0 -0.5  0.92 M5 pt ab sp 
09797 2000  5.0 -0.5  0.93 M5 pt ab sp 
09798 2000  5.0 -0.5  0.94 M5 pt ab sp 
09799 2000  5.0 -0.5  0.95 M5 pt ab sp 
09800 2000  5.0 -0.5  0.90 M5 pt ab sp 
09801 2000  5.0 -0.5  1.05 M5 pt ab sp 
09802 2000  5.0 -0.5  1.00 M5 pt ab sp 
09803 2000  5.0 -0.5  1.12 M5 pt ab sp 
09804 2000  5.0 -0.5  1.40 M5 pt ab sp 
09805 2000  5.0  0.0  0.35 M5 pt ab sp 
09806 2000  5.0  0.0  0.55 M5 pt ab sp 
09807 2000  5.0  0.0  0.71 M5 pt ab sp 
09808 2000  5.0  0.0  0.72 M5 pt ab sp 
09809 2000  5.0  0.0  0.73 M5 pt ab sp 
09810 2000  5.0  0.0  0.74 M5 pt ab sp 
09811 2000  5.0  0.0  0.75 M5 pt ab sp 
09812 2000  5.0  0.0  0.70 M5 pt ab sp 
09813 2000  5.0  0.0  0.85 M5 pt ab sp 
09814 2000  5.0  0.0  0.91 M5 pt ab sp 
09815 2000  5.0  0.0  0.92 M5 pt ab sp 
09816 2000  5.0  0.0  0.93 M5 pt ab sp 
09817 2000  5.0  0.0  0.94 M5 pt ab sp 
09818 2000  5.0  0.0  0.95 M5 pt ab sp 
09819 2000  5.0  0.0  0.90 M5 pt ab sp 
09820 2000  5.0  0.0  1.05 M5 pt ab sp 
09821 2000  5.0  0.0  1.00 M5 pt ab sp 
09822 2000  5.0  0.0  1.12 M5 pt ab sp 
09823 2000  5.0  0.0  1.40 M5 pt ab sp 
09824 2000  5.0  0.5  0.35 M5 pt ab sp 
09825 2000  5.0  0.5  0.55 M5 pt ab sp 
09826 2000  5.0  0.5  0.71 M5 pt ab sp 
09827 2000  5.0  0.5  0.72 M5 pt ab sp 
09828 2000  5.0  0.5  0.73 M5 pt ab sp 
09829 2000  5.0  0.5  0.74 M5 pt ab sp 
09830 2000  5.0  0.5  0.75 M5 pt ab sp 
09831 2000  5.0  0.5  0.70 M5 pt ab sp 
09832 2000  5.0  0.5  0.85 M5 pt ab sp 
09833 2000  5.0  0.5  0.91 M5 pt ab sp 
09834 2000  5.0  0.5  0.92 M5 pt ab sp 
09835 2000  5.0  0.5  0.93 M5 pt ab sp 
09836 2000  5.0  0.5  0.94 M5 pt ab sp 
09837 2000  5.0  0.5  0.95 M5 pt ab sp 
09838 2000  5.0  0.5  0.90 M5 pt ab sp 
09839 2000  5.0  0.5  1.05 M5 pt ab sp 
09840 2000  5.0  0.5  1.00 M5 pt ab sp 
09841 2000  5.0  0.5  1.12 M5 pt ab sp 
09842 2000  5.0  0.5  1.40 M5 pt ab sp 
09843 2000  5.0  1.0  0.35 M5 pt ab sp 
09844 2000  5.0  1.0  0.55 M5 pt ab sp 
09845 2000  5.0  1.0  0.71 M5 pt ab sp 
09846 2000  5.0  1.0  0.72 M5 pt ab sp 
09847 2000  5.0  1.0  0.73 M5 pt ab sp 
09848 2000  5.0  1.0  0.74 M5 pt ab sp 
09849 2000  5.0  1.0  0.75 M5 pt ab sp 
09850 2000  5.0  1.0  0.70 M5 pt ab sp 
09851 2000  5.0  1.0  0.85 M5 pt ab sp 
09852 2000  5.0  1.0  0.91 M5 pt ab sp 
09853 2000  5.0  1.0  0.92 M5 pt ab sp 
09854 2000  5.0  1.0  0.93 M5 pt ab sp 
09855 2000  5.0  1.0  0.94 M5 pt ab sp 
09856 2000  5.0  1.0  0.95 M5 pt ab sp 
09857 2000  5.0  1.0  0.90 M5 pt ab sp 
09858 2000  5.0  1.0  1.05 M5 pt ab sp 
09859 2000  5.0  1.0  1.00 M5 pt ab sp 
09860 2000  5.0  1.0  1.12 M5 pt ab sp 
09861 2000  5.0  1.0  1.40 M5 pt ab sp 
09862 2000  5.0  2.0  0.35 M5 pt ab sp 
09863 2000  5.0  2.0  0.55 M5 pt ab sp 
09864 2000  5.0  2.0  0.71 M5 pt ab sp 
09865 2000  5.0  2.0  0.72 M5 pt ab sp 
09866 2000  5.0  2.0  0.73 M5 pt ab sp 
